lemma,pos,rank,dispersion,gloss
깔리다,VV,2917,0.96,be buried|be spread
우습다,VA,2918,0.80,funny|humorous
화려하다,VA,2919,0.98,fancy|splendid
사나이,NNG,2920,0.81,man
참가하다,VV,2921,0.82,participate
전환,NNG,2922,0.81,change|switch
벌떡,MAG,2923,0.69,suddenly
공급,NNG,2924,0.75,supply
태양,NNG,2925,0.94,sun
억울하다,VA,2926,0.88,unfair|unjust
눈빛,NNG,2927,0.75,eyes|look
용서하다,VV,2928,0.83,forgive|pardon
이내,MAG,2929,0.85,soon|shortly
변,NNG,2930,0.73,side
귀찮다,VA,2931,0.72,troublesome|tiresome
영업,NNG,2932,0.83,business sales
안보,NNG,2933,0.70,security
맥주,NNG,2934,0.91,beer
가리다,VV,2935,0.85,hide|conceal
과목,NNG,2936,0.79,subject
슬픔,NNG,2937,0.97,sadness
혼란,NNG,2938,0.96,confusion|chaos|mess
괴롭다,VA,2939,0.84,painful|distressed
졸업,NNG,2940,0.83,graduation
로마,NNP,2941,0.84,Rome
고구려,NNP,2942,0.83,Goguryeo
푹,MAG,2943,0.75,deeply|completely
전공,NNG,2944,0.73,major
끈,NNG,2945,0.78,string
부족,NNG,2946,0.87,lack|shortage
세,EF,2947,0.45,final proposal ending
늙은이,NNG,2948,0.61,old person
거대하다,VA,2949,0.98,enormous|huge
지대,NNG,2950,0.95,zone|area|region
마련,NNG,2951,0.70,preparation
생겨나다,VV,2952,0.95,come up|emerge
비중,NNG,2953,0.80,importance|specific gravity
차다,VV,2954,0.81,kick
을게,EF,2955,0.51,final promise ending
내주다,VV,2956,0.87,give|offer|make
알아듣다,VV,2957,0.80,understand|follow
보리,NNG,2958,0.69,barley
증가하다,VV,2959,0.68,increase
수요,NNG,2960,0.75,demand|need
종일,NNG,2961,0.84,all day
급히,MAG,2962,0.81,hastily|urgently
몫,NNG,2963,0.99,share|portion
음,NNG,2964,0.80,sound|note|tone
넘치다,VV,2965,1.00,overflow
보장,NNG,2966,0.85,guarantee|security
솟다,VV,2967,0.85,soar|rise
짙다,VA,2968,0.97,dark|deep|strong
어제,MAG,2969,0.67,yesterday
모래,NNG,2970,0.88,sand
긍정적,NNG,2971,0.85,positive
해석하다,VV,2972,0.90,interpret|construe
밤중,NNG,2973,0.54,midnight
단지,NNG,2974,0.84,complex|subdivision
안치다,VV,2975,0.72,sit|seat
대충,MAG,2976,0.73,approximately|roughly
아끼다,VV,2977,0.99,save|value|cherish
혼인,NNG,2978,0.74,marriage
조심하다,VV,2979,0.81,be careful
속이다,VV,2980,0.88,deceive|cheat
함부로,MAG,2981,0.89,carelessly|rashly
소재,NNG,2982,0.88,material|subject matter
손바닥,NNG,2983,0.86,palm
상승,NNG,2984,0.63,rise|increase|ascend
물러나다,VV,2985,0.97,step back|step down
야,NNG,2986,0.76,opposition party (yadang)
본질,NNG,2987,0.83,nature
공공,NNG,2988,0.82,public
미터,NNB,2989,0.85,counter (meter)
짐작하다,VV,2990,0.94,presume|guess
머무르다,VV,2991,1.00,stay|remain
새,NNG,2992,0.81,space (between)
품,NNG,2993,0.84,bosom|breast
도구,NNG,2994,0.91,tool|instrument
한자,NNG,2995,0.80,Chinese character
초점,NNG,2996,0.92,focus
가수,NNG,2997,0.86,singer
장교,NNG,2998,0.92,officer
흩어지다,VV,2999,0.95,scatter|disperse
안개,NNG,3000,0.90,fog
고급,NNG,3001,0.92,high class|high rank
신고,NNG,3002,0.80,report|declaration
온통,MAG,3003,0.94,all|entirely
절반,NNG,3004,0.87,half
업계,NNG,3005,0.49,field|business world
못,NNG,3006,0.76,nail
곤란하다,VA,3007,0.86,embarrassing|difficult|tough
세,NNB,3008,0.80,counter (generation)
인권,NNG,3009,0.73,human rights
긋다,VV,3010,0.81,draw a line|mark|strike
욕구,NNG,3011,0.92,desire|drive
실패,NNG,3012,0.96,failure
흔적,NNG,3013,1.00,trace|vestige|evidence
필자,NNG,3014,0.74,writer
굳다,VA,3015,0.95,hard|strong|firm
달하다,VV,3016,0.80,reach|amount to
분명,MAG,3017,0.94,clearly|definitely
실질적,NNG,3018,0.86,actual|practical|de facto
최소한,NNG,3019,0.94,minimum
어휘,NNG,3020,0.63,vocabulary
손해,NNG,3021,0.93,damage|loss
모자라다,VV,3022,0.92,be short|be insufficient|be deficient
떠올리다,VV,3023,0.82,recall|recollect
비판하다,VV,3024,0.83,criticize|blame
시늉,NNG,3025,0.59,pretense
년,NNB,3026,0.51,woman|girl|wench (offensive)
직후,NNG,3027,0.88,immediately after
터뜨리다,VV,3028,0.93,pop|burst|explode|bloom
계단,NNG,3029,0.90,stairs|stairway
부친,NNG,3030,0.85,father (honorific)
근본,NNG,3031,0.86,root|basis
스치다,VV,3032,0.82,graze|brush|flash across
소서,EF,3033,0.70,final ending (wish)
스무,MM,3034,0.68,twenty
합치다,VV,3035,0.94,combine|unite
공업,NNG,3036,0.85,industry
기타,NNG,3037,0.89,et cetera
주일,NNB,3038,0.95,week
실력,NNG,3039,0.95,skill|ability|competence
담그다,VV,3040,0.84,soak|immerse
논의하다,VV,3041,0.80,discuss
빚다,VV,3042,0.86,make|cause|brew
동작,NNG,3043,0.98,movement|motion
담당하다,VV,3044,0.90,take charge|be in charge
곡식,NNG,3045,0.74,grains
제물,NNG,3046,0.57,sacrificial offering
한잔,NNG,3047,0.72,drink
우물,NNG,3048,0.74,well
총선,NNG,3049,0.40,general election
빨다,VV,3050,0.74,suck|suckle
계집,NNG,3051,0.66,chick|girl (offensive)
고프다,VA,3052,0.57,hungry
나가다,VV,3053,0.90,fly|be blown|lose|be gone out
극,NNG,3054,0.89,extreme|pole
새기다,VV,3055,0.98,carve|engrave|inscribe
꺼지다,VV,3056,0.78,go out|extinguish
나란히,MAG,3057,0.95,side by side
이윽고,MAG,3058,0.76,finally|at last
동지,NNG,3059,0.94,comrade
대만,NNP,3060,0.68,Taiwan
균형,NNG,3061,0.91,balance
잃어버리다,VV,3062,0.96,lose
오염,NNG,3063,0.81,pollution
여우,NNG,3064,0.65,fox|vixen
강화하다,VV,3065,0.76,intensify|strengthen up
상대적,NNG,3066,0.85,relative
선진국,NNG,3067,0.78,advanced country
분노,NNG,3068,0.97,rage
짜증,NNG,3069,0.65,irritation|annoyance
보통,MAG,3070,0.67,usual|ordinary
예상,NNG,3071,0.85,expectation|forecast
창고,NNG,3072,0.89,warehouse|storage
지식인,NNG,3073,0.83,intellectuals
솥,NNG,3074,0.50,pot
도망,NNG,3075,0.57,escape|flight
익히다,VV,3076,0.99,master|acquaint oneself with
정치인,NNG,3077,0.77,politician
특수,NNG,3078,0.84,special
이자,NNG,3079,0.85,interest
대우,NNG,3080,0.70,treatment|deal
온몸,NNG,3081,0.83,whole body
백제,NNP,3082,0.87,Baekje
차림,NNG,3083,0.90,attire|style of dressing
소주,NNG,3084,0.90,soju (distilled drink)
실장,NNG,3085,0.77,head|chief
도,NNG,3086,0.90,limit|bound
보도하다,VV,3087,0.60,report|cover
유학,NNG,3088,0.91,study abroad
여야,NNG,3089,0.61,ruling and opposition parties
형성,NNG,3090,0.75,formation|development
신청,NNG,3091,0.75,application|subscription|request
건너가다,VV,3092,0.84,cross|go over
따라오다,VV,3093,0.74,follow|come with
면하다,VV,3094,0.95,avoid|evade
승용차,NNG,3095,0.88,passenger car|sedan
도망치다,VV,3096,0.85,escape|flee
날개,NNG,3097,0.94,wing
뚜렷하다,VA,3098,0.97,clear|distinct|evident
대립,NNG,3099,0.80,opposition|confrontation
비우다,VV,3100,0.91,empty (out)|drain (out)
삼촌,NNG,3101,0.71,uncle
제한,NNG,3102,0.79,limit|restriction
전화하다,VV,3103,0.54,call
순,NNG,3104,0.84,order
조합,NNG,3105,0.94,association|union|combination
일행,NNG,3106,0.96,party|company
접근하다,VV,3107,0.99,approach
적극,MAG,3108,0.72,actively
빛나다,VV,3109,0.96,shine|gleam|sparkle
도입,NNG,3110,0.68,introduction|adoption
국정,NNG,3111,0.59,state affairs
연습,NNG,3112,0.91,practice|exercise|drill
애인,NNG,3113,0.85,lover
전체적,NNG,3114,0.85,overall|general
보다,VV,3115,0.47,see
관객,NNG,3116,0.85,audience
정말로,MAG,3117,0.87,really|truly
익다,VV,3118,0.80,ripen|grow
박히다,VV,3119,0.90,be embedded in|be stuck in
발휘하다,VV,3120,0.92,demonstrate|exhibit
조기,NNG,3121,0.71,early (stage|time)
강제,NNG,3122,0.93,compulsion|coercion
담당,NNG,3123,0.87,responsibility|being in charge
고양이,NNG,3124,0.89,cat
후배,NNG,3125,0.84,junior
저고리,NNG,3126,0.73,upper garment of traditional clothes
끼치다,VV,3127,0.96,cause|influence
접근,NNG,3128,0.90,access|approach
유통,NNG,3129,0.65,distribution|circulation
보호하다,VV,3130,0.96,protect|shelter
악,NNG,3131,0.87,evil|weakness
부근,NNG,3132,0.97,neighborhood|vicinity
도무지,MAG,3133,0.88,not at all (negative)
동쪽,NNG,3134,0.89,east
직접적,NNG,3135,0.87,direct|immediate
믿음,NNG,3136,0.97,belief|faith|confidence
끊어지다,VV,3137,0.83,cut|collapse|break
끼다,VV,3138,0.82,be caught|be jammed
반찬,NNG,3139,0.63,side dish
진지하다,VA,3140,0.99,serious
등록,NNG,3141,0.77,registration
공항,NNG,3142,0.91,airport
말리다,VV,3143,0.81,dry
절,NNB,3144,0.75,paragraph
쫓기다,VV,3145,0.89,be chased|be pressured
튀다,VV,3146,0.84,spatter|spark|bounce|bolt
노사,NNG,3147,0.76,labor and management
지점,NNG,3148,0.95,point|spot|place
여당,NNG,3149,0.70,ruling party
사촌,NNG,3150,0.61,cousin
만남,NNG,3151,0.99,meeting
요청하다,VV,3152,0.82,request|demand|claim
규칙,NNG,3153,0.86,rule|regulation
조카,NNG,3154,0.66,niece|nephew
다며,EC,3155,0.84,connective ending (quotation)
최선,NNG,3156,0.92,best way|one's best
다지다,VV,3157,0.91,solidify|lay|brace oneself
대장,NNG,3158,0.85,general|admiral|leader|boss
쓰레기,NNG,3159,0.89,trash|waste|litter
지난달,NNG,3160,0.30,last month
편안하다,VA,3161,0.97,comfortable|relaxed|calm
잠깐,NNG,3162,0.58,moment|short time
시끄럽다,VA,3163,0.76,noisy|boisterous
형성하다,VV,3164,0.76,form|develop
테,NNG,3165,0.58,frame
양상,NNG,3166,0.84,aspect|look|condition
불과,MAG,3167,0.96,only|just
서류,NNG,3168,0.95,document|papers
내내,MAG,3169,0.96,throughout|all the time
흥미,NNG,3170,0.96,interest
신호,NNG,3171,0.98,signal|sign|cue
동,NNG,3172,0.80,east
갈다,VV,3173,0.69,grind|sharpen
부딪치다,VV,3174,0.96,bump|hit|confront|disagree
공화국,NNG,3175,0.88,republic
멋지다,VA,3176,0.91,great|fabulous|stylish
정서,NNG,3177,0.90,sentiment|feeling
활동하다,VV,3178,0.89,move|do|work
마음대로,MAG,3179,0.89,freely|in one's own way
반영하다,VV,3180,0.82,reflect|apply
더러,MAG,3181,0.86,somewhat|occasionally
엉뚱하다,VA,3182,0.92,erratic|whimsical
문법,NNG,3183,0.67,grammar
뒤지다,VV,3184,0.88,search through|rummage
내외,NNG,3185,0.88,inside and outside
소속,NNG,3186,0.73,affiliation
여학생,NNG,3187,0.92,female student
접촉,NNG,3188,0.83,contact
근로자,NNG,3189,0.82,worker|laborer
서쪽,NNG,3190,0.92,west
비명,NNG,3191,0.78,scream|shriek
장기,NNG,3192,0.80,long time|long term
식민지,NNG,3193,0.74,colony
가문,NNG,3194,0.81,family
살인,NNG,3195,0.94,murder
제법,MAG,3196,0.87,fairly|quite
술잔,NNG,3197,0.77,glass|tumbler
오줌,NNG,3198,0.68,urine|pee
귀엽다,VA,3199,0.77,cute|lovely
열흘,NNG,3200,0.66,ten days
청춘,NNG,3201,0.59,one's youth
넘어서다,VV,3202,0.95,pass over|go beyond
김치,NNG,3203,0.91,kimchi
통제,NNG,3204,0.88,control|regulation
위대하다,VA,3205,0.96,great
장수,NNG,3206,0.79,seller|merchant
답변,NNG,3207,0.74,answer|response
머물다,VV,3208,0.99,stay
외롭다,VA,3209,0.94,lonely|lonesome
대응,NNG,3210,0.78,action|maneuver|correspondence
금지,NNG,3211,0.83,prohibition|ban
주,NNB,3212,0.85,counter (week)
봉투,NNG,3213,0.86,envelope|bag
대선,NNG,3214,0.50,presidential election
즉시,MAG,3215,0.99,immediately|promptly
갇히다,VV,3216,0.95,be locked in|be confined
지옥,NNG,3217,0.80,hell
후반,NNG,3218,0.86,second half|latter half
자아,NNG,3219,0.82,self|ego
무리,NNG,3220,0.96,excess|being too much
금년,NNG,3221,0.74,this year
태우다,VV,3222,0.87,take|give a ride
내보내다,VV,3223,0.84,let someone out|expel|broadcast
생일,NNG,3224,0.77,birthday
독특하다,VA,3225,0.91,unique|unusual|peculiar
신기하다,VA,3226,0.84,mysterious
솜씨,NNG,3227,0.96,skills|dexterity|knack
이성,NNG,3228,0.91,reason|rationality
부정적,NNG,3229,0.88,negative|pessimistic
여관,NNG,3230,0.85,inn|motel
안경,NNG,3231,0.83,glasses|spectacles
고생하다,VV,3232,0.75,suffer|have a hard time
낡다,VA,3233,0.99,old|shabby|outdated
순수하다,VA,3234,0.96,innocent
연장,NNG,3235,0.86,extension|renewal
동사,NNG,3236,0.56,verb
올바르다,VA,3237,0.91,right|correct|proper
교환,NNG,3238,0.86,exchange|swap
군수,NNG,3239,0.70,county chief
성명,NNG,3240,0.83,statement|announcement
화학,NNG,3241,0.83,chemistry
최종,NNG,3242,0.68,final|last
차,NNG,3243,0.93,tea
자전거,NNG,3244,0.92,bicycle
추세,NNG,3245,0.77,trend|tendency
실정,NNG,3246,0.85,actual state
일요일,NNG,3247,0.92,Sunday
설,NNG,3248,0.79,theory|view
구역,NNG,3249,0.87,area|district|zone
뉴욕,NNP,3250,0.77,New York
과학적,NNG,3251,0.79,scientific
가락,NNG,3252,0.72,tune|melody
관념,NNG,3253,0.81,idea|sense|concept
대가,NNG,3254,0.92,reward|price|cost
도둑,NNG,3255,0.84,thief
가입,NNG,3256,0.71,affiliation|joining
아쉽다,VA,3257,0.89,sorry|sad
결정되다,VV,3258,0.90,be decided|be settled
타령,NNG,3259,0.54,traditional tune|repeated saying
기금,NNG,3260,0.64,fund
수백,NNB,3261,0.93,hundreds
물결,NNG,3262,0.97,wave|tide|flow
정확히,MAG,3263,0.97,correctly|accurately
덩어리,NNG,3264,0.87,mass|chunk|lump
수학,NNG,3265,0.87,mathematics
매체,NNG,3266,0.80,medium
발생,NNG,3267,0.79,occurrence|outbreak
자살,NNG,3268,0.94,suicide
저물다,VV,3269,0.57,get dark
증상,NNG,3270,0.88,symptom
여건,NNG,3271,0.84,condition
일생,NNG,3272,0.86,lifetime|one's whole life
판소리,NNG,3273,0.73,pansori
객관적,NNG,3274,0.86,objective
위주,NNG,3275,0.84,mainly with|~-centered
익숙하다,VA,3276,0.99,skilled|experienced|familiar
요청,NNG,3277,0.86,request|demand|claim
임마,IC,3278,0.45,boy|man (slang)
대기업,NNG,3279,0.73,conglomerate|big company
지하철,NNG,3280,0.78,subway
체험,NNG,3281,0.87,experience
접다,VV,3282,0.90,fold|put aside|stop
이르다,VA,3283,0.96,early|premature
국립,NNG,3284,0.79,national
부럽다,VA,3285,0.78,envious of
협의,NNG,3286,0.72,consultation|discussion
가시다,VV,3287,0.67,wash out|rinse|leave|go away
소용,NNG,3288,0.75,use|good
버릇,NNG,3289,0.91,habit|manner
복도,NNG,3290,0.82,corridor|passage
축제,NNG,3291,0.89,festival
시집,NNG,3292,0.86,anthology of poems
지배하다,VV,3293,0.87,control|govern|dominate
스승,NNG,3294,0.98,teacher
세계화,NNG,3295,0.69,globalization
노파,NNG,3296,0.68,old woman
월급,NNG,3297,0.82,salary|wage
조심스럽다,VA,3298,0.91,careful|cautious
판결,NNG,3299,0.81,verdict|judgment
언급하다,VV,3300,0.87,mention
지수,NNG,3301,0.72,index|quotient
의,NNG,3302,0.62,righteousness|justice
심사,NNG,3303,0.83,evaluation|screening
저승,NNG,3304,0.57,other world
다행,NNG,3305,0.85,relief|fortune
처하다,VV,3306,0.95,face|encounter|sentence|punish
방금,MAG,3307,0.71,moment ago|now
시도하다,VV,3308,0.91,attempt|try
사자,NNG,3309,0.74,lion
먼지,NNG,3310,0.95,dust
넷,NNB,3311,0.62,four (number)
성취,NNG,3312,0.66,achievement|fulfillment
당초,MAG,3313,0.77,original point|originally
공자,NNP,3314,0.82,Confucius
쇼,NNG,3315,0.88,show|pretense
실명제,NNG,3316,0.61,real-name system
이어,MAG,3317,0.87,in succession|continually
스트레스,NNG,3318,0.79,stress
조각,NNG,3319,0.97,piece|slice|fragment
청,NNG,3320,0.66,request|favor
노래하다,VV,3321,0.89,sing
홀로,MAG,3322,0.96,alone|by oneself
중소기업,NNG,3323,0.70,small- and medium-sized business
의학,NNG,3324,0.88,medicine
한,NNG,3325,0.89,deep sorrow and regret
태우다,VV,3326,0.91,burn|tan|worry
말리다,VV,3327,0.80,stop|prohibit
채,NNB,3328,0.80,counter (house|building)
친척,NNG,3329,0.92,relative
감동,NNG,3330,0.99,feeling moved|touching
치다,VV,3331,0.83,draw|fence
근,NNB,3332,0.59,counter (weight)
끊임없이,MAG,3333,0.97,endlessly
근무,NNG,3334,0.88,work|being on duty
활발하다,VA,3335,0.88,active|vigorous|animated
도깨비,NNG,3336,0.66,goblin|hobgoblin
저항,NNG,3337,0.92,resistance
뵙다,VV,3338,0.64,see|meet
시비,NNG,3339,0.94,right and wrong|quarrel|dispute
기여,NNG,3340,0.58,contribution
소나무,NNG,3341,0.91,pine (tree)
과일,NNG,3342,0.94,fruit
기대다,VV,3343,0.87,expectation|anticipation
삶다,VV,3344,0.67,boil|simmer
고위,NNG,3345,0.60,high rank
다물다,VV,3346,0.80,close|keep quiet
년도,NNB,3347,0.79,counter (year)
억지로,MAG,3348,0.84,by force
건지다,VV,3349,0.81,take out of water|save
하룻밤,NNG,3350,0.77,one night
수용하다,VV,3351,0.86,accept|embrace|agree
나비,NNG,3352,0.87,butterfly
석유,NNG,3353,0.88,oil|petroleum
어느새,MAG,3354,0.85,already|before we recognize
산소,NNG,3355,0.77,oxygen
내려다보다,VV,3356,0.72,look down|overlook
은혜,NNG,3357,0.73,grace|kindness|favor
사전,NNG,3358,0.65,dictionary
경기,NNG,3359,0.58,economy|business
소유,NNG,3360,0.91,ownership|possession
진행하다,VV,3361,0.80,proceed|advance
권위,NNG,3362,0.92,authority
효과적,NNG,3363,0.85,effective
박물관,NNG,3364,0.83,museum
마련되다,VV,3365,0.87,be prepared for|be created to
잘되다,VV,3366,0.85,go well|prosper|succeed
새다,VV,3367,0.81,leak|escape
학과,NNG,3368,0.84,department
허허,IC,3369,0.55,ho-ho!
시달리다,VV,3370,0.98,suffer (from)|be harassed
뿔,NNG,3371,0.58,horn|antler
제기되다,VV,3372,0.76,be brought up|be raised
묵다,VV,3373,0.59,get old
다스리다,VV,3374,0.94,govern|rule|subdue|discipline
법원,NNG,3375,0.78,court
닥치다,VV,3376,0.92,approach|draw near|impend
씹다,VV,3377,0.83,chew|bite|speak ill of (slang)
마주치다,VV,3378,0.86,meet|bump into
분양,NNG,3379,0.62,sale (of land)|parceling-out
엔,NNB,3380,0.78,yen (Japanese currency)
강물,NNG,3381,0.93,river
영웅,NNG,3382,0.93,hero|heroine
그늘,NNG,3383,0.95,shade|shadow|protection
덜다,VV,3384,0.75,deduct|lessen|alleviate|save
못하다,VA,3385,0.89,inferior to|bad
대비하다,VV,3386,0.87,prepare (for)|be ready
신,NNG,3387,0.88,joy|excitement
법인,NNG,3388,0.78,cooperation
군사,NNG,3389,0.91,military task
야구,NNG,3390,0.77,baseball
감히,MAG,3391,0.92,dare
소중하다,VA,3392,1.00,precious|valuable
살짝,MAG,3393,0.77,slightly|secretly
결정적,NNG,3394,0.95,decisive|definite
줄기,NNG,3395,0.95,stem|stalk|ray
전투,NNG,3396,1.00,combat|battle
실,NNG,3397,0.75,thread
주막,NNG,3398,0.58,tavern|pub
대위,NNG,3399,0.66,captain|lieutenant
넉,NNG,3400,0.79,soul|spirit
엮다,VV,3401,0.91,weave|tie together
든가,EC,3402,0.59,connective ending (whether... or...)
까치,NNG,3403,0.84,magpie
살아나다,VV,3404,0.84,revive|survive
넘어지다,VV,3405,0.76,fall|tumble
완벽하다,VA,3406,0.99,perfect|immaculate
논란,NNG,3407,0.63,controversy|dispute
장래,NNG,3408,0.94,future
밉다,VA,3409,0.79,ugly|homely|dislike|detest
가죽,NNG,3410,0.88,leather
염려,NNG,3411,0.83,concern|worry|care
단다,EF,3412,0.90,final ending (statement)
대체,MAG,3413,0.81,main part|at all|on the earth
그나마,MAG,3414,0.96,at least
실시,NNG,3415,0.69,implementation|enforcement
외우다,VV,3416,0.74,memorize|learn by heart
식물,NNG,3417,0.85,plants
도망가다,VV,3418,0.67,run away|escape
어디,IC,3419,0.54,where|well
연방,NNG,3420,0.85,federation|union
공사,NNG,3421,0.68,public corporation
맞서다,VV,3422,0.90,face|confront|oppose
전날,NNG,3423,0.90,day before|previous day
긁다,VV,3424,0.69,scratch|scrape
망설이다,VV,3425,0.86,hesitate|dither
필요성,NNG,3426,0.87,necessity|need
성경,NNG,3427,0.80,the Bible
주말,NNG,3428,0.78,weekend
노리다,VV,3429,0.93,seek|aim|be after
참,NNB,3430,0.81,temporal point|moment
동일하다,VA,3431,0.77,identical|same
서서히,MAG,3432,0.99,slowly
상징,NNG,3433,0.87,symbol
패,NNG,3434,0.75,group|party
몇몇,MM,3435,0.98,several
댐,NNG,3436,0.75,dam
녹다,VV,3437,0.91,melt|thaw
행,NNG,3438,0.72,line
이모,NNG,3439,0.70,(maternal) aunt
차갑다,VA,3440,0.90,cold|chilly|icy
비롯되다,VV,3441,0.89,start|begin
토끼,NNG,3442,0.93,rabbit
완전하다,VA,3443,0.93,perfect|complete
열매,NNG,3444,0.90,fruit|result
엉덩이,NNG,3445,0.86,butt|buttocks
의심,NNG,3446,0.97,suspicion|doubt
이치,NNG,3447,0.93,reason|logic
세포,NNG,3448,0.87,cell
철도,NNG,3449,0.87,track|railroad
토요일,NNG,3450,0.82,Saturday
소송,NNG,3451,0.70,suit|litigation
허가,NNG,3452,0.81,permission|sanction|admission
수건,NNG,3453,0.69,towel
설치,NNG,3454,0.72,installation
신세,NNG,3455,0.86,one's circumstances
탑,NNG,3456,0.85,pagoda|tower
날카롭다,VA,3457,0.94,sharp|keen|sensitive
빼앗다,VV,3458,0.99,take|steal|deprive
기지,NNG,3459,0.89,base|station
판사,NNG,3460,0.85,judge
혹,MAG,3461,0.81,if
분단,NNG,3462,0.88,division|partition
주저앉다,VV,3463,0.80,drop down|sink|collapse|give up
구실,NNG,3464,0.94,duty|function|role
진단,NNG,3465,0.85,diagnosis
지상,NNG,3466,0.97,on the ground
파리,NNP,3467,0.93,Paris
대,NNB,3468,0.68,counter (stalk|stick)
근무하다,VV,3469,0.94,work|be on duty
달려들다,VV,3470,0.79,attack|throw oneself at
삼키다,VV,3471,0.86,swallow|gobble
바둑,NNG,3472,0.90,go (game)
대규모,NNG,3473,0.75,large scale
덕분,NNG,3474,0.98,thanks to
환상,NNG,3475,0.98,fantasy|illusion
받치다,VV,3476,0.78,support|prop up
물음,NNG,3477,0.85,question
신하,NNG,3478,0.80,subject|vassal
향상,NNG,3479,0.83,improvement|progress
구분,NNG,3480,0.86,division|classification
오가다,VV,3481,0.96,come and go|exchange
차별,NNG,3482,0.89,discrimination
인상,NNG,3483,0.74,raise|increase|hike
풍부하다,VA,3484,0.88,rich|abundant
고전,NNG,3485,0.85,classic|classics
개편,NNG,3486,0.64,reorganization|reform
내각,NNG,3487,0.77,cabinet|ministry
고리,NNG,3488,0.81,ring|loop
줄다,VV,3489,0.80,decrease|diminish
성장하다,VV,3490,0.90,grow|develop
습관,NNG,3491,0.97,habit|custom
위협,NNG,3492,0.91,threat|menace
생선,NNG,3493,0.81,fish
법적,NNG,3494,0.85,legal
무게,NNG,3495,0.97,weight
적자,NNG,3496,0.71,deficit|loss
연결하다,VV,3497,0.86,connect
의식하다,VV,3498,0.99,be conscious|be aware
제출하다,VV,3499,0.78,submit|turn in
소수,NNG,3500,0.88,few|minority
척,NNB,3501,0.95,counter (ships)
곳곳,NNG,3502,0.93,everywhere
투표,NNG,3503,0.71,vote
주목하다,VV,3504,0.81,pay attention|notice
느리다,VA,3505,0.87,slow|sluggish
일정,NNG,3506,0.73,schedule
구르다,VV,3507,0.81,roll over|tumble
광장,NNG,3508,0.97,square|plaza
컵,NNG,3509,0.89,cup|glass
농담,NNG,3510,0.87,kidding|joke
흥,IC,3511,0.52,hum|humph
알맞다,VA,3512,0.83,proper|suitable
실은,MAG,3513,0.93,in fact
적당하다,VA,3514,0.97,right|proper|adequate
토대,NNG,3515,0.82,foundation|base
다방,NNG,3516,0.83,coffee shop|tea room
더듬다,VV,3517,0.84,stammer|stutter|grope|trace
또다시,MAG,3518,0.96,again|over again
일방적,NNG,3519,0.94,unilateral|one-sided
대국,NNG,3520,0.63,power nation
명사,NNG,3521,0.70,noun
재물,NNG,3522,0.72,wealth|property|asset
팬,NNG,3523,0.75,fan|admirer
어색하다,VA,3524,0.86,awkward
작정,NNG,3525,0.78,intention|decision|plan
붓,NNG,3526,0.75,brush
틀림없이,MAG,3527,0.77,certainly|evidently
글쎄요,IC,3528,0.54,well (polite)
뒤따르다,VV,3529,0.96,follow
연주,NNG,3530,0.93,performance|recital
교과서,NNG,3531,0.91,textbook
영향력,NNG,3532,0.87,influence|leverage
디자인,NNG,3533,0.77,design
신뢰,NNG,3534,0.87,trust|faith
생산하다,VV,3535,0.86,produce|manufacture
오해,NNG,3536,0.91,misunderstanding
직전,NNG,3537,0.94,just before
유교,NNG,3538,0.75,Confucianism
떨어뜨리다,VV,3539,0.94,drop|depreciate|lessen
영원히,MAG,3540,0.98,forever
경험하다,VV,3541,0.95,experience
통화,NNG,3542,0.80,call|phone conversation
동의,NNG,3543,0.91,agreement|assent
홍보,NNG,3544,0.74,publication|advertisement
각국,NNG,3545,0.81,every nation
창작,NNG,3546,0.84,creation
절로,MAG,3547,0.65,naturally|automatically
노선,NNG,3548,0.87,route|line
촬영,NNG,3549,0.83,shooting|filming
생활하다,VV,3550,0.88,live|exist
구절,NNG,3551,0.86,phrase|passage
흔하다,VA,3552,0.98,common
실내,NNG,3553,0.96,interior
집어넣다,VV,3554,0.75,put in|throw in
감싸다,VV,3555,0.93,cover|wrap|defend
화장,NNG,3556,0.88,make-up
결합,NNG,3557,0.82,combination|fusion
문화재,NNG,3558,0.78,cultural assets
통치,NNG,3559,0.81,rule|government|reign
질환,NNG,3560,0.86,disease|illness
밀리다,VV,3561,0.92,be pushed
천,NNG,3562,0.82,cloth
겸,NNB,3563,0.96,and|as well as
아픔,NNG,3564,0.98,pain|agony|torment
기침,NNG,3565,0.73,cough
유리하다,VA,3566,0.93,advantageous|favorable
식량,NNG,3567,0.95,food|provisions
애정,NNG,3568,0.99,affection|love
권한,NNG,3569,0.90,authority|right|jurisdiction
참조,NNG,3570,0.65,reference|consultation
다투다,VV,3571,0.99,quarrel|argue|fight
가라앉다,VV,3572,0.92,sink|go under
발달하다,VV,3573,0.73,develop|grow
수지,NNG,3574,0.81,earning and expenses|profit
개정,NNG,3575,0.65,revision|amendment
파괴,NNG,3576,0.92,destruction|demolition
조약,NNG,3577,0.85,treaty|pact|convention
못되다,VA,3578,0.80,bad|mean|evil
늘어지다,VV,3579,0.83,droop|sag|drag on
꿀,NNG,3580,0.69,honey
환하다,VA,3581,0.83,bright|light
끓다,VV,3582,0.88,boil
재무,NNG,3583,0.63,finance
우유,NNG,3584,0.93,milk
골짜기,NNG,3585,0.87,valley|canyon|gorge
계절,NNG,3586,0.97,season
찢다,VV,3587,0.79,tear|rip
